contract_id,reason
235095140,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235095429,BATCH_VALUE_BELOW_FAST_FLOOR
235095440,BATCH_VALUE_BELOW_FAST_FLOOR
235095443,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235095457,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235095466,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235095471,BATCH_VALUE_BELOW_FAST_FLOOR
235095475,BATCH_VALUE_BELOW_FAST_FLOOR
235095479,BATCH_VALUE_BELOW_FAST_FLOOR
235096719,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235097774,BATCH_VALUE_BELOW_FAST_FLOOR
235098280,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235098286,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235098304,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235098310,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235098319,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235098320,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235098325,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235099055,BATCH_VALUE_BELOW_FAST_FLOOR
235100540,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235100543,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235100571,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235100578,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235100584,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235100589,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235100591,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235100593,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235100596,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235102282,BATCH_VALUE_BELOW_FAST_FLOOR
235102907,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235103336,INSUFFICIENT_JITA_BUY_DEPTH
235103340,INSUFFICIENT_JITA_BUY_DEPTH
235103435,BATCH_VALUE_BELOW_FAST_FLOOR
235103627,INSUFFICIENT_JITA_MATERIAL_SELL_DEPTH
235103838,BATCH_VALUE_BELOW_FAST_FLOOR
235103860,INSUFFICIENT_JITA_BUY_DEPTH
235103889,INSUFFICIENT_JITA_BUY_DEPTH
235103999,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235104506,BATCH_VALUE_BELOW_FAST_FLOOR
235104715,BATCH_VALUE_BELOW_FAST_FLOOR
235105115,BATCH_VALUE_BELOW_FAST_FLOOR
235105127,BATCH_VALUE_BELOW_FAST_FLOOR
235105154,BATCH_VALUE_BELOW_FAST_FLOOR
235105164,BATCH_VALUE_BELOW_FAST_FLOOR
235105168,BATCH_VALUE_BELOW_FAST_FLOOR
235105176,BATCH_VALUE_BELOW_FAST_FLOOR
235105177,BATCH_VALUE_BELOW_FAST_FLOOR
235105179,BATCH_VALUE_BELOW_FAST_FLOOR
235105228,INSUFFICIENT_JITA_BUY_DEPTH
235105231,INSUFFICIENT_JITA_BUY_DEPTH
235105239,INSUFFICIENT_JITA_BUY_DEPTH
235105243,BATCH_VALUE_BELOW_FAST_FLOOR
235105249,BATCH_VALUE_BELOW_FAST_FLOOR
235105370,BATCH_VALUE_BELOW_FAST_FLOOR
235105371,BATCH_VALUE_BELOW_FAST_FLOOR
235105373,BATCH_VALUE_BELOW_FAST_FLOOR
235105375,BATCH_VALUE_BELOW_FAST_FLOOR
235105378,BATCH_VALUE_BELOW_FAST_FLOOR
235105380,BATCH_VALUE_BELOW_FAST_FLOOR
235105382,BATCH_VALUE_BELOW_FAST_FLOOR
235105385,BATCH_VALUE_BELOW_FAST_FLOOR
235105387,BATCH_VALUE_BELOW_FAST_FLOOR
235105394,BATCH_VALUE_BELOW_FAST_FLOOR
235105426,BATCH_VALUE_BELOW_FAST_FLOOR
235105429,BATCH_VALUE_BELOW_FAST_FLOOR
235105431,BATCH_VALUE_BELOW_FAST_FLOOR
235105438,BATCH_VALUE_BELOW_FAST_FLOOR
235105440,BATCH_VALUE_BELOW_FAST_FLOOR
235105443,BATCH_VALUE_BELOW_FAST_FLOOR
235105445,BATCH_VALUE_BELOW_FAST_FLOOR
235105446,BATCH_VALUE_BELOW_FAST_FLOOR
235105448,BATCH_VALUE_BELOW_FAST_FLOOR
235105451,BATCH_VALUE_BELOW_FAST_FLOOR
235105538,BATCH_VALUE_BELOW_FAST_FLOOR
235105539,BATCH_VALUE_BELOW_FAST_FLOOR
235105541,BATCH_VALUE_BELOW_FAST_FLOOR
235106176,BATCH_VALUE_BELOW_FAST_FLOOR
235106526,BATCH_VALUE_BELOW_FAST_FLOOR
235106531,BATCH_VALUE_BELOW_FAST_FLOOR
235106535,BATCH_VALUE_BELOW_FAST_FLOOR
235106607,BATCH_VALUE_BELOW_FAST_FLOOR
235106610,BATCH_VALUE_BELOW_FAST_FLOOR
235106613,BATCH_VALUE_BELOW_FAST_FLOOR
235106619,BATCH_VALUE_BELOW_FAST_FLOOR
235106623,BATCH_VALUE_BELOW_FAST_FLOOR
235106628,BATCH_VALUE_BELOW_FAST_FLOOR
235106963,INSUFFICIENT_JITA_BUY_DEPTH
235107525,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107528,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107529,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107532,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107534,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107537,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107541,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107547,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107548,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107549,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107550,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107553,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107555,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107556,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107568,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107570,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107572,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107573,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107576,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107578,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107579,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107580,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107582,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107584,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107585,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107588,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107589,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107592,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107594,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107599,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235107820,BATCH_VALUE_BELOW_FAST_FLOOR
235108472,INSUFFICIENT_JITA_BUY_DEPTH
235108478,INSUFFICIENT_JITA_MATERIAL_SELL_DEPTH
235108483,INSUFFICIENT_JITA_MATERIAL_SELL_DEPTH
235108491,INSUFFICIENT_JITA_MATERIAL_SELL_DEPTH
235108504,BATCH_VALUE_BELOW_FAST_FLOOR
235109155,BATCH_VALUE_BELOW_FAST_FLOOR
235109396,STRUCTURE_BLUEPRINT_EXCLUDED
235109644,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235109659,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235110288,BATCH_VALUE_BELOW_FAST_FLOOR
235111092,INSUFFICIENT_JITA_BUY_DEPTH
235111589,BATCH_VALUE_BELOW_FAST_FLOOR
235113117,STRUCTURE_BLUEPRINT_EXCLUDED
235114227,BATCH_VALUE_BELOW_FAST_FLOOR
235114275,BATCH_VALUE_BELOW_FAST_FLOOR
235114287,BATCH_VALUE_BELOW_FAST_FLOOR
235115053,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235115259,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235115651,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235115656,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235115661,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235115666,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235115671,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235115675,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235115907,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235115908,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235115911,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235115914,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235115917,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116133,STRUCTURE_BLUEPRINT_EXCLUDED
235116359,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116365,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116371,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116374,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116377,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116378,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116380,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116381,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116385,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116387,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116391,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116393,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116397,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116401,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116402,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116405,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116480,BATCH_VALUE_BELOW_FAST_FLOOR
235116514,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116519,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116521,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116524,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116526,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116535,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116540,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116544,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116550,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116557,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116563,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116565,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116569,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235116739,BATCH_VALUE_BELOW_FAST_FLOOR
235116746,BATCH_VALUE_BELOW_FAST_FLOOR
235117682,BATCH_VALUE_BELOW_FAST_FLOOR
235118338,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235118948,BATCH_VALUE_BELOW_FAST_FLOOR
235119059,BATCH_VALUE_BELOW_FAST_FLOOR
235119068,BATCH_VALUE_BELOW_FAST_FLOOR
235119854,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235120023,BATCH_VALUE_BELOW_FAST_FLOOR
235120605,BATCH_VALUE_BELOW_FAST_FLOOR
235120638,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235120958,BATCH_VALUE_BELOW_FAST_FLOOR
235120963,BATCH_VALUE_BELOW_FAST_FLOOR
235120970,BATCH_VALUE_BELOW_FAST_FLOOR
235120976,BATCH_VALUE_BELOW_FAST_FLOOR
235120982,BATCH_VALUE_BELOW_FAST_FLOOR
235120986,BATCH_VALUE_BELOW_FAST_FLOOR
235120992,BATCH_VALUE_BELOW_FAST_FLOOR
235120997,BATCH_VALUE_BELOW_FAST_FLOOR
235121000,BATCH_VALUE_BELOW_FAST_FLOOR
235121009,BATCH_VALUE_BELOW_FAST_FLOOR
235121014,BATCH_VALUE_BELOW_FAST_FLOOR
235121019,BATCH_VALUE_BELOW_FAST_FLOOR
235121024,BATCH_VALUE_BELOW_FAST_FLOOR
235121032,BATCH_VALUE_BELOW_FAST_FLOOR
235121036,BATCH_VALUE_BELOW_FAST_FLOOR
235121042,BATCH_VALUE_BELOW_FAST_FLOOR
235121045,BATCH_VALUE_BELOW_FAST_FLOOR
235121048,BATCH_VALUE_BELOW_FAST_FLOOR
235121051,BATCH_VALUE_BELOW_FAST_FLOOR
235121057,BATCH_VALUE_BELOW_FAST_FLOOR
235121063,BATCH_VALUE_BELOW_FAST_FLOOR
235121066,BATCH_VALUE_BELOW_FAST_FLOOR
235121070,BATCH_VALUE_BELOW_FAST_FLOOR
235121076,BATCH_VALUE_BELOW_FAST_FLOOR
235121081,BATCH_VALUE_BELOW_FAST_FLOOR
235121085,BATCH_VALUE_BELOW_FAST_FLOOR
235121091,BATCH_VALUE_BELOW_FAST_FLOOR
235121309,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235121953,STRUCTURE_BLUEPRINT_EXCLUDED
235121970,BATCH_VALUE_BELOW_FAST_FLOOR
235121976,BATCH_VALUE_BELOW_FAST_FLOOR
235121983,BATCH_VALUE_BELOW_FAST_FLOOR
235122001,BATCH_VALUE_BELOW_FAST_FLOOR
235122537,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235122919,BATCH_VALUE_BELOW_FAST_FLOOR
235122926,BATCH_VALUE_BELOW_FAST_FLOOR
235123015,BATCH_VALUE_BELOW_FAST_FLOOR
235123028,BATCH_VALUE_BELOW_FAST_FLOOR
235123044,BATCH_VALUE_BELOW_FAST_FLOOR
235123046,BATCH_VALUE_BELOW_FAST_FLOOR
235123105,BATCH_VALUE_BELOW_FAST_FLOOR
235123111,BATCH_VALUE_BELOW_FAST_FLOOR
235123114,BATCH_VALUE_BELOW_FAST_FLOOR
235123127,BATCH_VALUE_BELOW_FAST_FLOOR
235123133,BATCH_VALUE_BELOW_FAST_FLOOR
235123138,BATCH_VALUE_BELOW_FAST_FLOOR
235123141,BATCH_VALUE_BELOW_FAST_FLOOR
235123142,BATCH_VALUE_BELOW_FAST_FLOOR
235123149,BATCH_VALUE_BELOW_FAST_FLOOR
235123163,BATCH_VALUE_BELOW_FAST_FLOOR
235123669,ROUGH_ROI_BELOW_FAST_FLOOR
235124736,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235124767,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235124773,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235124775,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235124781,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235124848,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235124864,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235124865,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235124868,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235124870,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235125042,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235125051,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235125061,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235125067,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235125070,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235125079,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235125121,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235125427,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235125634,BATCH_VALUE_BELOW_FAST_FLOOR
235125710,BATCH_VALUE_BELOW_FAST_FLOOR
235125805,BATCH_VALUE_BELOW_FAST_FLOOR
235125811,BATCH_VALUE_BELOW_FAST_FLOOR
235125818,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235125824,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235125833,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235125842,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235125846,BATCH_VALUE_BELOW_FAST_FLOOR
235125854,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235125863,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235125994,BATCH_VALUE_BELOW_FAST_FLOOR
235125999,BATCH_VALUE_BELOW_FAST_FLOOR
235126004,BATCH_VALUE_BELOW_FAST_FLOOR
235126032,BATCH_VALUE_BELOW_FAST_FLOOR
235126040,BATCH_VALUE_BELOW_FAST_FLOOR
235126073,BATCH_VALUE_BELOW_FAST_FLOOR
235126078,BATCH_VALUE_BELOW_FAST_FLOOR
235126089,BATCH_VALUE_BELOW_FAST_FLOOR
235126096,BATCH_VALUE_BELOW_FAST_FLOOR
235126105,BATCH_VALUE_BELOW_FAST_FLOOR
235126133,BATCH_VALUE_BELOW_FAST_FLOOR
235126141,BATCH_VALUE_BELOW_FAST_FLOOR
235126931,ROUGH_ROI_BELOW_FAST_FLOOR
235127688,BATCH_VALUE_BELOW_FAST_FLOOR
235127693,BATCH_VALUE_BELOW_FAST_FLOOR
235127696,BATCH_VALUE_BELOW_FAST_FLOOR
235127701,BATCH_VALUE_BELOW_FAST_FLOOR
235127712,BATCH_VALUE_BELOW_FAST_FLOOR
235127717,BATCH_VALUE_BELOW_FAST_FLOOR
235127723,BATCH_VALUE_BELOW_FAST_FLOOR
235128104,BATCH_VALUE_BELOW_FAST_FLOOR
235129348,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235129368,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235129397,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235129477,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235129501,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235129511,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235129577,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235129584,ROUGH_ROI_BELOW_FAST_FLOOR
235129587,INSUFFICIENT_JITA_BUY_DEPTH
235130128,BATCH_VALUE_BELOW_FAST_FLOOR
235130138,BATCH_VALUE_BELOW_FAST_FLOOR
235130142,BATCH_VALUE_BELOW_FAST_FLOOR
235130242,BATCH_VALUE_BELOW_FAST_FLOOR
235130244,BATCH_VALUE_BELOW_FAST_FLOOR
235130252,BATCH_VALUE_BELOW_FAST_FLOOR
235130263,BATCH_VALUE_BELOW_FAST_FLOOR
235130266,BATCH_VALUE_BELOW_FAST_FLOOR
235130290,BATCH_VALUE_BELOW_FAST_FLOOR
235130293,BATCH_VALUE_BELOW_FAST_FLOOR
235130297,BATCH_VALUE_BELOW_FAST_FLOOR
235130301,BATCH_VALUE_BELOW_FAST_FLOOR
235130307,BATCH_VALUE_BELOW_FAST_FLOOR
235130324,BATCH_VALUE_BELOW_FAST_FLOOR
235130330,BATCH_VALUE_BELOW_FAST_FLOOR
235130334,BATCH_VALUE_BELOW_FAST_FLOOR
235130336,BATCH_VALUE_BELOW_FAST_FLOOR
235130338,BATCH_VALUE_BELOW_FAST_FLOOR
235130353,BATCH_VALUE_BELOW_FAST_FLOOR
235130357,BATCH_VALUE_BELOW_FAST_FLOOR
235130360,BATCH_VALUE_BELOW_FAST_FLOOR
235130368,BATCH_VALUE_BELOW_FAST_FLOOR
235130375,BATCH_VALUE_BELOW_FAST_FLOOR
235130399,BATCH_VALUE_BELOW_FAST_FLOOR
235130404,BATCH_VALUE_BELOW_FAST_FLOOR
235130408,BATCH_VALUE_BELOW_FAST_FLOOR
235130412,BATCH_VALUE_BELOW_FAST_FLOOR
235131386,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235131895,BATCH_VALUE_BELOW_FAST_FLOOR
235132120,BATCH_VALUE_BELOW_FAST_FLOOR
235132128,BATCH_VALUE_BELOW_FAST_FLOOR
235132134,BATCH_VALUE_BELOW_FAST_FLOOR
235132145,BATCH_VALUE_BELOW_FAST_FLOOR
235132149,BATCH_VALUE_BELOW_FAST_FLOOR
235132156,BATCH_VALUE_BELOW_FAST_FLOOR
235133051,BATCH_VALUE_BELOW_FAST_FLOOR
235133193,ROUGH_ROI_BELOW_FAST_FLOOR
235133424,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235133436,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235133438,CAPITAL_HULL_BLUEPRINT_EXCLUDED
235133765,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235133773,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235133775,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235133780,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
235133784,MULTI_PRODUCT_BPC_PACK_SKIPPED_FAST_MODE
